,material_id,band_gap,is_gap_direct,symmetry.crystal_system
378,mp-28361,3.708199999999999,False,monoclinic
379,mp-5928,2.7262999999999993,False,tetragonal
380,mp-9993,2.462299999999999,False,cubic
381,mp-3159,2.004699999999999,True,tetragonal
382,mp-3807,1.261099999999999,False,cubic
383,mp-7909,1.6245,True,tetragonal
384,mp-6186,2.9748,True,cubic
385,mp-540759,0.343199999999999,False,monoclinic
386,mp-36447,3.0024,False,cubic
387,mp-1204067,0.008100000000000001,False,monoclinic
388,mp-1205208,0.13339999999999902,False,monoclinic
389,mp-607399,0.927099999999999,True,orthorhombic
390,mp-1195160,1.2722,True,hexagonal
391,mp-23434,0.5594,True,monoclinic
392,mp-557084,0.9716000000000001,False,orthorhombic
393,mp-1198093,0.0478,False,orthorhombic
394,mp-6172,3.826900000000001,False,cubic
395,mp-1199432,4.0407,False,triclinic
396,mp-643346,3.8758,False,monoclinic
397,mp-561437,4.0658,True,orthorhombic
398,mp-9751,3.409799999999999,True,monoclinic
399,mp-757796,5.8156,False,monoclinic
400,mp-707424,4.745100000000001,False,hexagonal
401,mp-740731,4.6417,False,trigonal
402,mp-1202430,5.3509,True,monoclinic
403,mp-850293,5.574,False,monoclinic
404,mp-720965,0.020900000000000002,True,monoclinic
405,mp-27346,2.5631,False,monoclinic
406,mp-1104053,1.304899999999999,False,cubic
407,mp-7906,2.0244,False,tetragonal
408,mp-1103510,0.38209999999999905,False,cubic
409,mp-3038,1.4253999999999991,True,tetragonal
410,mp-7910,1.1108,True,tetragonal
411,mp-605912,0.5434,False,monoclinic
412,mp-688785,3.3947,False,cubic
413,mp-1143,5.853700000000001,True,trigonal
414,mp-1938,5.313199999999999,True,orthorhombic
415,mp-2254,4.8274,True,orthorhombic
416,mp-7048,4.4553,False,monoclinic
417,mp-7188,0.28989999999999905,False,tetragonal
418,mp-706302,0.31520000000000004,False,orthorhombic
419,mp-708964,5.5491,False,monoclinic
420,mp-23819,5.3986,True,monoclinic
421,mp-23995,6.2699,False,hexagonal
422,mp-605108,5.8945,False,monoclinic
423,mp-709723,5.2254,True,monoclinic
424,mp-556858,4.7351,False,trigonal
425,mp-1193864,5.2448,True,monoclinic
426,mp-1204519,0.004399999999999,False,orthorhombic
427,mp-14941,5.266,False,monoclinic
428,mp-21892,3.9425,True,orthorhombic
429,mp-1103722,2.5904,True,orthorhombic
430,mp-27452,1.686,False,monoclinic
431,mp-680477,2.0191,False,triclinic
432,mp-10910,0.086399999999999,False,orthorhombic
433,mp-1079029,2.4329,False,trigonal
434,mp-684638,2.0693,False,tetragonal
435,mp-699208,1.025,False,triclinic
436,mp-1196459,1.801899999999999,True,monoclinic
437,mp-11674,1.8004,False,monoclinic
438,mp-6280,5.6953,True,orthorhombic
439,mp-1198111,0.065899999999999,False,monoclinic
440,mp-1198588,4.866300000000001,False,monoclinic
441,mp-541152,4.9851,False,triclinic
442,mp-698132,4.9007000000000005,False,monoclinic
443,mp-721216,4.9329,False,monoclinic
444,mp-1192629,0.24099999999999902,False,monoclinic
445,mp-1192646,0.3175,False,monoclinic
446,mp-1194176,0.0594,False,triclinic
447,mp-1201477,0.23190000000000002,True,monoclinic
448,mp-561246,2.824899999999999,True,orthorhombic
449,mp-1194510,4.3038,False,monoclinic
450,mp-1195073,4.2562,True,monoclinic
451,mp-1196145,4.2501,False,monoclinic
452,mp-706243,4.9127,True,monoclinic
453,mp-707135,4.1738,True,triclinic
454,mp-4753,4.8382000000000005,True,orthorhombic
455,mp-4934,4.992799999999999,False,orthorhombic
456,mp-5065,5.403799999999999,False,triclinic
457,mp-640357,4.0672,False,triclinic
458,mp-560633,3.9866,False,monoclinic
459,mp-1192488,0.0044999999999990005,False,triclinic
460,mp-540629,1.4498,False,monoclinic
461,mp-29502,1.854,False,monoclinic
462,mp-9254,1.046099999999999,False,monoclinic
463,mp-1199100,3.4362999999999992,False,orthorhombic
464,mp-568443,0.8418000000000001,False,monoclinic
465,mp-2908,3.845999999999999,False,cubic
466,mp-4842,2.4934,False,cubic
467,mp-1104860,1.378899999999999,False,cubic
468,mp-7907,2.1529,True,tetragonal
469,mp-7908,1.625099999999999,True,tetragonal
470,mp-645282,1.6320000000000001,True,trigonal
471,mp-646102,1.5753,False,trigonal
472,mp-645326,1.3146,True,orthorhombic
473,mp-1196246,0.0131,False,triclinic
474,mp-698160,5.1585,False,triclinic
475,mp-1202100,5.2435,False,orthorhombic
476,mp-1204696,0.955399999999999,False,orthorhombic
477,mp-772922,5.31,False,monoclinic
